Nombre del Sujeto Obligado:,Alcaldía Tlalpan
Formato:,Obra pública o servicios
Periodo:,
ID,FECHA CREACION, FECHA MODIFICACION,"EJERCICIO","FECHA DE INICIO DEL PERIODO QUE SE INFORMA (DÍA/MES/AÑO)","FECHA DE TÉRMINO DEL PERIODO QUE SE INFORMA (DÍA/MES/AÑO)","DENOMINACIÓN DE LA OBRA O SERVICIOS RELACIONADOS","NÚMERO DE CONTRATO","FECHA DEL CONTRATO","MONTO TOTAL DE LA OBRA O SERVICIOS RELACIONADOS","TIPO DE VIALIDAD","NOMBRE DE VIALIDAD","NÚMERO EXTERIOR","NÚMERO INTERIOR  EN SU CASO","TIPO DE ASENTAMIENTO HUMANO","NOMBRE DEL ASENTAMIENTO HUMANO","CLAVE DE LA LOCALIDAD","NOMBRE DE LA LOCALIDAD","CLAVE DE LA DEMARCACIÓN TERRITORIAL O MUINICIPIO","NOMBRE DE LA DEMARCACIÓN TERRITORIAL O MUNICIPIO","CLAVE DE LA ENTIDAD FEDERATIVA","NOMBRE DE LA ENTIDAD FEDERATIVA","CÓDIGO POSTAL","FECHA DE INICIO","FECHA DE TÉRMINO","SUJETO OBLIGADO ORDENADOR DE LA OBRA","SUJETO OBLIGADO RESPONSABLE DE LA OBRA","NOMBRE DEL PROVEEDOR  CONTRATISTA O PERSONA FÍSICA","HIPERVÍNCULO MECANISMOS DE VIGILANCIA DE LA OBRA","HIPERVÍNCULO ESTUDIOS IMPACTO AMBIENTAL Y SÍSMICOS","ÁREA(S) RESPONSABLE(S) DE LA INFORMACIÓN","FECHA DE VALIDACIÓN","FECHA DE ACTUALIZACIÓN","NOTA"
40540483,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","""MANTENIMIENTO, CONSERVACIÓN Y REHABILITACIÓN EN VIALIDADES SECUNDARIAS EN LAS SIGUIENTES COLONIAS: 5.- PEDREGAL DE SAN NICOLAS 1A. SECC. AGEB (090120001 0515), AGEB (090120001 0303), 6.- PEDREGAL DE SAN NICOLÁS 4TA. SECCIÓN AGEB (090120001 1299) AGEB (090120001 077A)"".","ATL-LP-052-L-OB-103-20","23/10/2020","597513913","Calle","CHICHICASPATL","0","0","Colonia","PEDREGAL SAN NICOLAS 1A. SECC","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14100","26/10/2020","24/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","EDUARDO DEL ÁGUILA ESPINOSA","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020",""
40540436,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","""SUPERVISIÓN PARA LA CONSTRUCCIÓN Y AMPLIACIÓN DE BANQUETAS EN LA COL.: 1.- BOSQUES DEL PEDREGAL"".","ATL-ADS-011-L-SOB-019-20","31/08/2020","68702","Calle","BOSQUES","0","0","Colonia","BOSQUES DEL PEDREGAL","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14738","02/09/2020","10/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","LTS ARQUITECTURA E INGENIERÍA, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020",""
40540437,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","""SUPERVISIÓN PARA LA CONSTRUCCIÓN Y AMPLIACIÓN DE BANQUETAS EN LA COL.: 1.- BOSQUES DEL PEDREGAL"".","ATL-ADS-011-L-SOB-019-20","31/08/2020","68702","Calle","SABINOS","0","0","Colonia","BOSQUES DEL PEDREGAL","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14738","02/09/2020","10/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","LTS ARQUITECTURA E INGENIERÍA, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020",""
40540438,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","""OBRA DE CONSTRUCCIÓN Y AMPLIACIÓN DE BANQUETAS EN LA COL. : 1.- BOSQUES DEL PEDREGAL""","ATL-LP-011-L-OB-020-20","01/09/2020","135909161","Calle","GUAYACANES","0","0","Colonia","BOSQUES DEL PEDREGAL","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14738","02/09/2020","30/11/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","TEYNA INGENIERÍA Y RESTAURACIÓN, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020",""
40540536,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","""ELABORACIÓN DE 1 PROYECTO DE LEVANTAMIENTO FÍSICO DE NECESIDADES Y SEGUIMIENTO DE LAS OBRAS DE REVESTIMIENTO DE VIALIDADES SECUNDARIAS DEL FONDO FAIS EN LAS SIGUIENTES COLONIAS: 11.- SANTO TOMÁS AJUSCO AGEBS (090120026 1528), 13.- TLALPAN CENTRO AGEBS (090120001 038A), (090120001 0958)"".","ATL-ADS-055-L-SOB-115-20","23/10/2020","53862759","Calle","MATAMOROS","0","0","Pueblo","PBLO. SANTO TOMAS AJUSCO","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14710","26/10/2020","24/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","LTS ARQUITECTURA E INGENIERÍA, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020",""
40540397,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","“CONSTRUIR Y MEJORAR EN 5 PLANTELES EDUCATIVOS DE NIVEL BÁSICO EN: C.A.M: 3.-No. 40 MELCHOR OCAMPO No. 1, PUEBLO SANTO TOMÁS AJUSCO, JARDINES DE NIÑOS: 7.-TAVICHE, HIDALGO Y MARIANO ESCOBEDO, PUEBLO DE SAN MIGUEL AJUSCO, PRIMARIAS: 19.-MAURITANIA, SANTA CRUZ No.6, PUEBLO SAN MIGUEL TOPILEJO, 23.-SALVADOR TREJO, PLAZA JUÁREZ No. 28, PUEBLO SAN MIGUEL TOPILEJO. SECUNDARIAS: 26.-No. 151, AV. MÉXICO”.","ATL-LP-005-L-OB-011-20","12/08/2020","418777406","Calle","Hidalgo","0","0","Pueblo","San Miguel Ajusco","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14700","13/08/2020","25/11/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","INGENIERÍA, ASESORÍA Y MANTENIMIENTO, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020",""
40540582,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","CONSTRUCCIÓN  Y AMPLIACIÓN DE INFRAESTRUCTURA DE AGUA POTABLE EN DIVERSAS COLONIAS DE LA ALCALDÍA TLALPAN: 5.- SANTO TOMAS AJUSCO AGEBS (090120026 1532), (090120026 1689)","ATL-ADS-016-L-SOH-026-20","23/10/2020","856798474","Calle","D. CARMONA  ENTRE GUADALUPE VICTORIA Y MELCHOR OCAMPO","0","0","Pueblo","SANTO TOMAS AJUSCO","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14710","28/10/2020","26/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS HIDRAULICAS","COSNTRUCCIONES Y PAVIMENTOS SAVY, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020","SE CANCELÓ POR CONFLICTO VECINAL"
40540396,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","“CONSTRUIR Y MEJORAR EN 5 PLANTELES EDUCATIVOS DE NIVEL BÁSICO EN: C.A.M: 3.-No. 40 MELCHOR OCAMPO No. 1, PUEBLO SANTO TOMÁS AJUSCO, JARDINES DE NIÑOS: 7.-TAVICHE, HIDALGO Y MARIANO ESCOBEDO, PUEBLO DE SAN MIGUEL AJUSCO, PRIMARIAS: 19.-MAURITANIA, SANTA CRUZ No.6, PUEBLO SAN MIGUEL TOPILEJO, 23.-SALVADOR TREJO, PLAZA JUÁREZ No. 28, PUEBLO SAN MIGUEL TOPILEJO. SECUNDARIAS: 26.-No. 151, AV. MÉXICO”.","ATL-LP-005-L-OB-011-20","12/08/2020","418777406","Avenida","Melchor Ocampo","1","0","Pueblo","Santo Tomas Ajusco","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14710","13/08/2020","25/11/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","INGENIERÍA, ASESORÍA Y MANTENIMIENTO, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020",""
40540587,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","OBRA DE REHABILITACION DE LAS REDES DE DRENAJE EN LAS SIGUIENTES COLONIAS: 1.- TLALPAN CENTRO, 7.- BOSQUES DEL PEDREGAL, 14.- MIGUEL HIDALGO 1a. SECCION, 16.- MIGUEL HIDALGO 2a. SECCION, 17.- NUEVA ORIENTAL COAPA, 19.- VILLA LAZARO CARDENAS","ATL-LP-024-L-OH-052-20","01/10/2020","588313624","Calle","FRANCISCO BECERRA ENTRE CALLE RAFAEL DAVALOS Y CALLE SANTA CRUZ","0","0","Colonia","MIGUEL HIDALGO 1A SECCION","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14260","02/10/2020","30/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","PÉREZ Y RAMÍREZ CONSTRUCCIONES Y SERVICIOS, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540398,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","“CONSTRUIR Y MEJORAR EN 5 PLANTELES EDUCATIVOS DE NIVEL BÁSICO EN: C.A.M: 3.-No. 40 MELCHOR OCAMPO No. 1, PUEBLO SANTO TOMÁS AJUSCO, JARDINES DE NIÑOS: 7.-TAVICHE, HIDALGO Y MARIANO ESCOBEDO, PUEBLO DE SAN MIGUEL AJUSCO, PRIMARIAS: 19.-MAURITANIA, SANTA CRUZ No.6, PUEBLO SAN MIGUEL TOPILEJO, 23.-SALVADOR TREJO, PLAZA JUÁREZ No. 28, PUEBLO SAN MIGUEL TOPILEJO. SECUNDARIAS: 26.-No. 151, AV. MÉXICO”.","ATL-LP-005-L-OB-011-20","12/08/2020","418777406","Avenida","Santa Cruz","6","0","Pueblo","San Miguel Topilejo","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14500","13/08/2020","25/11/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","INGENIERÍA, ASESORÍA Y MANTENIMIENTO, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020",""
40540444,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","""SUPERVISIÓN PARA CONSERVAR Y REHABILITAR 3 ESPACIOS PÚBLICOS EN DIVERSAS COLONIAS DE LA DEMARCACIÓN COMO: 8.- CONSTRUCCIÓN DE UNA PROTECCIÓN PARA MURO DE CONTENCIÓN EN LA COLONIA BOSQUES DEL PEDREGAL, 9.- CONSTRUCCIÓN DE MURO DE CONTENCIÓN EN LA COLONIA TLALMILLE, 10.- CONSTRUCCIÓN DE MURO DE CONTENCIÓN EN LA COLONIA AMPLIACIÓN SAN JUAN TEPEXIMILPA"".","ATL-ADS-028-L-SOB-038-20","24/09/2020","12948092","Calle","CAMELIAS","0","0","Colonia","AMPLIACIÓN SAN JUAN TEPEXIMILPA","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14427","26/09/2020","19/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","LTS ARQUITECTURA E INGENIERÍA, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020",""
40540448,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","""CONSERVACIÓN Y REHABILITACIÓN DE BANQUETAS EN LA COL. 1.- ARBOLEDAS DEL SUR"".","ATL-ADO-009-L-OB-065-20","30/09/2020","122250731","Avenida","AV. DE LAS TORRES","0","0","Colonia","ARBOLEDAS DEL SUR","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14376","01/10/2020","29/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","DECARA SOLUCIONES, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020",""
40540446,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","""CONSTRUCCIÓN DE UNA PROTECCIÓN PARA MURO DE CONTENCIÓN EN LA COLONIA BOSQUES DEL PEDREGAL: 9.- CONSTRUCCIÓN DE MURO DE CONTENCIÓN EN LA COLONIA TLALMILLE, 10.- CONSTRUCCIÓN DE MURO DE CONTENCIÓN EN LA COLONIA AMPLIACIÓN SAN JUAN TEPEXIMILPA"".","ATL-LP-025-L-OB-053-20","01/10/2020","248142862","Calle","ACAPOAXTLA","0","0","Colonia","TLALMILLE","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14657","02/10/2020","15/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE OBRAS VIALES","ANTONIO MORÁN ESCOBAR","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020",""
40540353,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","SUPERVISIÓN PARA EL MANTENIMIENTO A 2 MERCADOS UBICADOS EN: 1.- MIGUEL HIDALGO, EN CALLE CORREGIDORA Y MICHOACÁN, COLONIA MIGUEL HIDALGO 1ra. SECCIÓN, 2.- MERCADO ISIDRO FABELA, UBICADO EN 1ra. NORTE, COLONIA ISIDRO FABELA, TLALPAN Y SUPERVISIÓN PARA EL MANTENIMIENTO Y REHABILITACIÓN A 2 MERCADOS UBICADOS EN DIVERSAS COLONIAS: 6.- MERCADO TORRES DE PADIERNA, UBICADO EN TIXPEHUAL Y TIXKOKOB, ENTRE SEYE Y SACALUM, COL. TORRES DE PADIERNA, 8.- MERCADO FUENTES BROTANTES, UBICADO EN PARQUE NACIONAL Y FUENTES BROTANTES, COL. FUENTES BROTANTES","ATL-ADS-042-L-SOB-069-20","01/10/2020","10648288","Calle","1a NORTE","0","0","Colonia","ISIDRO FABELA","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14030","02/10/2020","27/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE MANTENIMIENTO A EDIFICIOS PÚBLICOS","GAMHER INGENIEROS, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540592,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","“SUPERVISIÓN PARA LA CONSTRUCCIÓN Y AMPLIACIÓN DE LA INFRAESTRUCTURA DEL SISTEMA DE DRENAJE EN LAS SIGUIENTES COLONIAS: 1.- MIGUEL HIDALGO 4TA. SECCIÓN"".","ATL-ADS-021-L-SOH-072-20","12/10/2020","29769161","Calle","ABEL QUEZADA ESQUINA CALLE ENCINOS","0","0","Colonia","MIGUEL HIDALGO 4TA SECCIÓN","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14250","13/10/2020","31/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","JUAN CARLOS GONZÁLEZ GUILLEN","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540351,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","CONSERVAR Y REHABILITAR 2 ESPACIOS PÚBLICOS EN DIVERSAS COLONIAS DE LA DEMARCACIÓN COMO:5.- REHABILITACIÓN Y MEJORAMIENTO DEL PARQUE CUAUHTÉMOC UBICADO EN LAS CALLES DE CUAUHTÉMOC Y CUITLÁHUAC DE LA COLONIA TORIELLO GUERRA,6.- ILUMINACIÓN DE CANCHA TECHADA UBICADA EN LA CALLE PIRINDOS ESQUINA KARAYAS EN LA COLONIA AMPLIACIÓN TEPEXIMILPA.","ATL-LP-031-L-OB-063-20","02/10/2020","199703398","Calle","PIRINDOS","0","0","Colonia","AMP TEPEXIMILPA","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14427","03/10/2020","16/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE MANTENIMIENTO A EDIFICIOS PÚBLICOS","RECURSOS TÉCNICOS CONSTRUCTIVOS, S.A.S. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540356,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","MANTENIMIENTO Y REHABILITACIÓN A 2 MERCADOS UBICADOS EN DIVERSAS COLONIAS: 6.- MERCADO TORRES DE PADIERNA, UBICADO EN TIXPEHUAL Y TIXKOKOB, ENTRE SEYE Y SACALUM, COL. TORRES DE PADIERNA, 8.- MERCADO FUENTES BROTANTES, UBICADO EN PARQUE NACIONAL Y FUENTES BROTANTES, COL. FUENTES BROTANTES","ATL-ADO-017-L-OB-074-20","13/10/2020","178499988","Calle","TIXPEHUAL","0","0","Colonia","TORRES DE PADIERNA","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14209","14/10/2020","27/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE MANTENIMIENTO A EDIFICIOS PÚBLICOS","INNOVA-ARCHITEK, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://www.repositoriotlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTOAMBSIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
40540408,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","“SUPERVISIÓN PARA CONSTRUIR Y MEJORAR EN 3 PLANTELES EDUCATIVOS DE NIVEL BÁSICO EN: JARDINES DE NIÑOS: 9.- FELIPE SANTIAGO XICOTENCATL AV. PERGOLEROS NO. 40, PUEBLO SAN PEDRO MARTIR, ESCUELAS PRIMARIAS: 11.-ESTADO DE QUERERTARO, AV. SANTA ÚRSULA NO. 22, COL. SANTA ÚRSULA XITLA, 16.-HÉROES DE CHAPULTEPEC, OTOMIES Y TEPEHUANOS COL. TLALCOLIGÍA”.","ATL-ADS-001-L-SOB-002-20","05/08/2020","20474094","Avenida","Av. Pergoleros","40","0","Pueblo","San Pedro Mártir","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14650","07/08/2020","11/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","JULIO CESAR HERNÁNDEZ GARCÍA","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020","SE REALIZÓ CONVENIO MODIFICATORIO DE PLAZO DE EJECUCIÓN"
40540409,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","“SUPERVISIÓN PARA CONSTRUIR Y MEJORAR EN 3 PLANTELES EDUCATIVOS DE NIVEL BÁSICO EN: JARDINES DE NIÑOS: 9.- FELIPE SANTIAGO XICOTENCATL AV. PERGOLEROS NO. 40, PUEBLO SAN PEDRO MARTIR, ESCUELAS PRIMARIAS: 11.-ESTADO DE QUERERTARO, AV. SANTA ÚRSULA NO. 22, COL. SANTA ÚRSULA XITLA, 16.-HÉROES DE CHAPULTEPEC, OTOMIES Y TEPEHUANOS COL. TLALCOLIGÍA”.","ATL-ADS-001-L-SOB-002-20","05/08/2020","20474094","Avenida","Av. Santa Úrsula","22","0","Colonia","Santa Ùrsula Xitla","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14420","07/08/2020","11/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE INFRAESTRUCTURA DE PLANTELES EDUCATIVOS","JULIO CESAR HERNÁNDEZ GARCÍA","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020","SE REALIZÓ CONVENIO MODIFICATORIO DE PLAZO DE EJECUCIÓN"
40540599,"18/03/21","18/03/21","2020","01/10/2020","31/12/2020","""CONSTRUCCIÓN Y AMPLIACIÓN DE LA INFRAESTRUCTURA DEL SISTEMA DE DRENAJE EN LAS SIGUIENTES COLONIAS: 3.-SAN MIGUEL TOPILEJO, 6.-MIGUEL HIDALGO 3ra. SECCIÓN, 8.- BOSQUES DEL PEDREGAL, 9.- PEDREGAL DE SAN NICOLAS 1ra. SECCIÓN"".","ATL-LP-037-L-OH-077-20","14/10/2020","964103526","Calle","LA PRESA ESQUINA CAMINO REAL","0","0","Colonia","PEDREGAL DE SAN NICOLÁS 1RA SECCIÓN","12","ALCALDÍA TLALPAN","12","ALCALDÍA TLALPAN","9","CIUDAD DE MÉXICO","14100","15/10/2020","28/12/2020","ALCALDÍA TLALPAN","JEFATURA DE UNIDAD DEPARTAMENTAL DE CONSTRUCCIÓN DE OBRAS PARA SANEAMIENTO Y DRENAJE","COMERCIALIZADORA Y CONSTRUCTORA NEZAHUALCOYOTL, S.A. DE C.V.","http://www.contraloria.cdmx.gob.mx/pcontraloria/denuncia.php","http://repositorio.tlalpan.gob.mx:8080/DGODU/NO-ESTUDIOS-IMPACTO-AMB_SIS.pdf","DIRECCIÓN GENERAL DE OBRAS Y DESARROLLO URBANO","31/12/2020","31/12/2020","EL MONTO QUE SE REPORTA ES EL TOTAL CONTRATADO"
